id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 10:49:41.471000000,2024-08-21 10:49:43.116000000,-0.028,0.87,-0.058,-0.032,-0.01,0.0,0.0,-8.7,202.0,-312.76,565.28,0.757,0.0,233.49,10:49:41.471000
,tractordroid-23080159,,2024-08-21 10:49:41.578000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.033,-0.01,0.0,0.0,-8.7,201.9,-312.76,565.28,0.757,0.0,233.49,10:49:41.578000
,tractordroid-23080159,,2024-08-21 10:49:41.680000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.032,-0.01,0.0,0.0,-8.7,201.9,-312.76,565.28,0.757,0.0,233.49,10:49:41.680000
,tractordroid-23080159,,2024-08-21 10:49:41.782000000,2024-08-21 10:50:48.003000000,-0.028,0.88,-0.058,-0.033,0.0,0.0,0.0,-5.4,201.8,-312.76,565.28,0.757,-0.0,233.49,10:49:41.782000
,tractordroid-23080159,,2024-08-21 10:49:41.885000000,2024-08-21 10:50:48.003000000,-0.028,0.88,-0.058,-0.033,-0.02,0.0,0.0,8.8,202.7,-312.76,565.28,0.757,-0.0,233.49,10:49:41.885000
,tractordroid-23080159,,2024-08-21 10:49:42.013000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.033,-0.03,0.0,0.0,14.5,203.3,-312.76,565.29,0.757,-0.0,233.49,10:49:42.013000
,tractordroid-23080159,,2024-08-21 10:49:42.122000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.032,0.02,0.0,0.0,31.7,200.4,-312.76,565.29,0.757,-0.0,233.49,10:49:42.122000
,tractordroid-23080159,,2024-08-21 10:49:42.229000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.031,-0.05,0.0,0.0,37.5,204.1,-312.76,565.28,0.757,-0.0,233.49,10:49:42.229000
,tractordroid-23080159,,2024-08-21 10:49:42.336000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.032,0.0,0.0,0.0,52.9,201.6,-312.76,565.29,0.757,-0.0,233.49,10:49:42.336000
,tractordroid-23080159,,2024-08-21 10:49:42.463000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,61.0,200.9,-312.76,565.29,0.757,-0.0,233.5,10:49:42.463000
,tractordroid-23080159,,2024-08-21 10:49:42.572000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.032,0.01,0.0,0.0,76.3,200.5,-312.76,565.29,0.757,-0.0,233.5,10:49:42.572000
,tractordroid-23080159,,2024-08-21 10:49:42.681000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,85.9,200.7,-312.76,565.29,0.757,-0.0,233.5,10:49:42.681000
,tractordroid-23080159,,2024-08-21 10:49:42.790000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.032,0.03,0.0,0.0,89.5,199.6,-312.76,565.29,0.757,-0.0,233.5,10:49:42.790000
,tractordroid-23080159,,2024-08-21 10:49:42.896000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.032,-0.03,0.0,0.0,89.6,202.5,-312.76,565.29,0.757,-0.0,233.5,10:49:42.896000
,tractordroid-23080159,,2024-08-21 10:49:42.997000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.032,0.0,0.0,0.0,89.6,201.0,-312.76,565.29,0.757,0.0,233.5,10:49:42.997000
,tractordroid-23080159,,2024-08-21 10:49:43.131000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.033,-0.01,0.0,0.0,89.6,201.5,-312.76,565.29,0.757,-0.0,233.5,10:49:43.131000
,tractordroid-23080159,,2024-08-21 10:49:43.236000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.034,-0.01,0.0,0.0,89.6,201.4,-312.76,565.29,0.757,-0.0,233.5,10:49:43.236000
,tractordroid-23080159,,2024-08-21 10:49:43.344000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.058,-0.032,0.01,0.0,0.0,89.6,200.2,-312.76,565.29,0.757,-0.0,233.5,10:49:43.344000
,tractordroid-23080159,,2024-08-21 10:49:43.457000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.058,-0.032,-0.01,0.0,0.0,89.6,201.1,-312.76,565.29,0.757,-0.0,233.5,10:49:43.457000
,tractordroid-23080159,,2024-08-21 10:49:43.572000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,-0.02,0.0,0.0,89.6,201.5,-312.76,565.29,0.757,-0.0,233.49,10:49:43.572000
,tractordroid-23080159,,2024-08-21 10:49:43.678000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.01,0.0,0.0,89.6,200.1,-312.76,565.29,0.757,-0.0,233.49,10:49:43.678000
,tractordroid-23080159,,2024-08-21 10:49:43.792000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.0,0.0,0.0,89.6,200.4,-312.76,565.3,0.757,-0.0,233.49,10:49:43.792000
,tractordroid-23080159,,2024-08-21 10:49:43.898000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.6,199.7,-312.76,565.3,0.757,-0.0,233.49,10:49:43.898000
,tractordroid-23080159,,2024-08-21 10:49:43.999000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.032,0.02,0.0,0.0,89.6,199.5,-312.76,565.3,0.757,-0.0,233.49,10:49:43.999000
,tractordroid-23080159,,2024-08-21 10:49:44.106000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.032,0.0,0.0,0.0,89.6,200.4,-312.76,565.3,0.757,-0.0,233.49,10:49:44.106000
,tractordroid-23080159,,2024-08-21 10:49:44.223000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.032,0.01,0.0,0.0,89.6,200.0,-312.76,565.3,0.757,-0.0,233.5,10:49:44.223000
,tractordroid-23080159,,2024-08-21 10:49:44.326000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.01,0.0,0.0,89.6,200.1,-312.76,565.3,0.757,-0.0,233.5,10:49:44.326000
,tractordroid-23080159,,2024-08-21 10:49:44.463000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.032,0.01,0.0,0.0,89.5,200.3,-312.77,565.3,0.757,-0.0,233.5,10:49:44.463000
,tractordroid-23080159,,2024-08-21 10:49:44.568000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.032,0.02,0.0,0.0,89.5,199.5,-312.77,565.3,0.757,-0.0,233.5,10:49:44.568000
,tractordroid-23080159,,2024-08-21 10:49:44.680000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.5,199.6,-312.77,565.3,0.757,-0.0,233.5,10:49:44.680000
,tractordroid-23080159,,2024-08-21 10:49:44.783000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.01,0.0,0.0,89.5,200.0,-312.77,565.3,0.757,-0.0,233.5,10:49:44.783000
,tractordroid-23080159,,2024-08-21 10:49:44.885000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.4,199.6,-312.77,565.3,0.757,-0.0,233.5,10:49:44.885000
,tractordroid-23080159,,2024-08-21 10:49:44.988000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.3,199.5,-312.77,565.3,0.757,-0.0,233.5,10:49:44.988000
,tractordroid-23080159,,2024-08-21 10:49:45.097000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.1,199.7,-312.77,565.31,0.757,-0.0,233.5,10:49:45.097000
,tractordroid-23080159,,2024-08-21 10:49:45.220000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.01,0.0,0.0,89.0,200.1,-312.77,565.31,0.757,-0.0,233.5,10:49:45.220000
,tractordroid-23080159,,2024-08-21 10:49:45.330000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.057,-0.033,0.02,0.0,0.0,89.0,199.5,-312.77,565.31,0.757,-0.0,233.5,10:49:45.330000
,tractordroid-23080159,,2024-08-21 10:49:45.431000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,89.0,200.2,-312.77,565.31,0.757,-0.0,233.5,10:49:45.431000
,tractordroid-23080159,,2024-08-21 10:49:45.532000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,88.9,200.0,-312.77,565.31,0.757,-0.0,233.5,10:49:45.532000
,tractordroid-23080159,,2024-08-21 10:49:45.644000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.02,0.0,0.0,88.8,199.8,-312.77,565.31,0.757,-0.0,233.49,10:49:45.644000
,tractordroid-23080159,,2024-08-21 10:49:45.745000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.0,0.0,0.0,88.8,200.6,-312.77,565.31,0.757,-0.0,233.49,10:49:45.745000
,tractordroid-23080159,,2024-08-21 10:49:45.854000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,88.5,200.5,-312.77,565.3,0.757,-0.0,233.49,10:49:45.854000
,tractordroid-23080159,,2024-08-21 10:49:45.961000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.03,0.0,0.0,88.5,199.5,-312.77,565.3,0.757,-0.0,233.49,10:49:45.961000
,tractordroid-23080159,,2024-08-21 10:49:46.069000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.0,0.0,0.0,88.5,200.8,-312.77,565.3,0.757,-0.0,233.49,10:49:46.069000
,tractordroid-23080159,,2024-08-21 10:49:46.170000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,88.5,200.4,-312.77,565.3,0.757,-0.0,233.49,10:49:46.170000
,tractordroid-23080159,,2024-08-21 10:49:46.271000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.01,0.0,0.0,88.5,200.4,-312.78,565.3,0.757,-0.0,233.49,10:49:46.271000
,tractordroid-23080159,,2024-08-21 10:49:46.384000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.02,0.0,0.0,88.5,200.2,-312.78,565.3,0.757,-0.0,233.49,10:49:46.384000
,tractordroid-23080159,,2024-08-21 10:49:46.493000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.057,-0.033,0.04,0.0,0.0,88.5,198.8,-312.78,565.3,0.757,-0.0,233.5,10:49:46.493000
,tractordroid-23080159,,2024-08-21 10:49:46.608000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.056,-0.033,0.05,0.0,0.0,88.5,198.5,-312.78,565.31,0.757,-0.0,233.5,10:49:46.608000
,tractordroid-23080159,,2024-08-21 10:49:46.717000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.056,-0.033,0.08,0.0,0.0,88.5,196.8,-312.78,565.31,0.757,-0.0,233.5,10:49:46.717000
,tractordroid-23080159,,2024-08-21 10:49:46.827000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.056,-0.033,0.09,0.0,0.0,88.5,196.3,-312.79,565.32,0.757,-0.0,233.5,10:49:46.827000
,tractordroid-23080159,,2024-08-21 10:49:46.937000000,2024-08-21 10:50:48.003000000,-0.028,0.87,-0.056,-0.033,0.11,0.0,0.0,88.5,195.0,-312.79,565.33,0.757,-0.0,233.5,10:49:46.937000
,tractordroid-23080159,,2024-08-21 10:49:47.041000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.056,-0.033,0.12,0.0,0.0,88.5,194.3,-312.8,565.34,0.757,-0.0,233.5,10:49:47.041000
,tractordroid-23080159,,2024-08-21 10:49:47.146000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.055,-0.033,0.14,0.0,0.0,88.5,192.8,-312.8,565.35,0.757,-0.0,233.5,10:49:47.146000
,tractordroid-23080159,,2024-08-21 10:49:47.255000000,2024-08-21 10:50:48.003000000,-0.028,0.86,-0.055,-0.034,0.13,0.0,0.0,88.5,192.7,-312.81,565.36,0.757,-0.007,233.5,10:49:47.255000
,tractordroid-23080159,,2024-08-21 10:49:47.364000000,2024-08-21 10:50:48.003000000,-0.029,0.85,-0.055,-0.034,0.15,0.3,0.0,88.6,191.0,-312.81,565.38,0.756,-0.019,233.5,10:49:47.364000
,tractordroid-23080159,,2024-08-21 10:49:47.467000000,2024-08-21 10:50:48.003000000,-0.031,0.84,-0.055,-0.034,0.14,0.4,0.0,88.9,190.1,-312.81,565.39,0.753,-0.025,233.5,10:49:47.467000
,tractordroid-23080159,,2024-08-21 10:49:47.570000000,2024-08-21 10:50:48.003000000,-0.033,0.83,-0.055,-0.034,0.16,0.4,0.0,88.9,187.6,-312.82,565.41,0.75,-0.025,233.5,10:49:47.570000
,tractordroid-23080159,,2024-08-21 10:49:47.679000000,2024-08-21 10:50:48.003000000,-0.036,0.81,-0.055,-0.034,0.15,0.5,0.0,89.0,186.2,-312.82,565.43,0.746,-0.031,233.5,10:49:47.679000
,tractordroid-23080159,,2024-08-21 10:49:47.787000000,2024-08-21 10:50:48.003000000,-0.04,0.8,-0.055,-0.034,0.15,0.5,0.0,89.0,184.3,-312.82,565.45,0.743,-0.031,233.49,10:49:47.787000
,tractordroid-23080159,,2024-08-21 10:49:47.896000000,2024-08-21 10:50:48.003000000,-0.043,0.79,-0.054,-0.034,0.17,0.5,0.0,89.0,181.2,-312.82,565.47,0.739,-0.031,233.49,10:49:47.896000
,tractordroid-23080159,,2024-08-21 10:49:47.999000000,2024-08-21 10:50:48.003000000,-0.047,0.78,-0.054,-0.034,0.17,0.5,0.0,89.0,179.9,-312.82,565.49,0.735,-0.031,233.49,10:49:47.999000
,tractordroid-23080159,,2024-08-21 10:49:48.107000000,2024-08-21 10:50:48.003000000,-0.051,0.76,-0.054,-0.034,0.17,0.6,0.0,89.0,177.2,-312.82,565.52,0.731,-0.037,233.49,10:49:48.107000
,tractordroid-23080159,,2024-08-21 10:49:48.213000000,2024-08-21 10:50:48.003000000,-0.055,0.75,-0.054,-0.035,0.17,0.6,0.0,89.0,175.0,-312.82,565.54,0.727,-0.037,233.49,10:49:48.213000
,tractordroid-23080159,,2024-08-21 10:49:48.321000000,2024-08-21 10:50:48.003000000,-0.059,0.74,-0.054,-0.035,0.17,0.6,0.0,89.0,172.8,-312.82,565.57,0.723,-0.037,233.49,10:49:48.321000
,tractordroid-23080159,,2024-08-21 10:49:48.432000000,2024-08-21 10:50:48.003000000,-0.063,0.72,-0.054,-0.035,0.18,0.6,0.0,89.0,170.3,-312.82,565.59,0.719,-0.037,233.49,10:49:48.432000
,tractordroid-23080159,,2024-08-21 10:49:48.544000000,2024-08-21 10:50:48.003000000,-0.067,0.71,-0.053,-0.035,0.18,0.6,0.0,89.0,167.7,-312.82,565.62,0.714,-0.037,233.49,10:49:48.544000
,tractordroid-23080159,,2024-08-21 10:49:48.651000000,2024-08-21 10:50:48.003000000,-0.072,0.69,-0.053,-0.036,0.19,0.8,0.0,89.0,163.6,-312.82,565.64,0.709,-0.049,233.49,10:49:48.651000
,tractordroid-23080159,,2024-08-21 10:49:48.763000000,2024-08-21 10:50:48.003000000,-0.077,0.68,-0.053,-0.036,0.2,0.6,0.0,89.0,159.8,-312.81,565.67,0.704,-0.043,233.49,10:49:48.763000
,tractordroid-23080159,,2024-08-21 10:49:48.870000000,2024-08-21 10:50:48.003000000,-0.082,0.66,-0.053,-0.036,0.18,0.6,0.0,89.0,158.1,-312.81,565.7,0.699,-0.043,233.49,10:49:48.870000
,tractordroid-23080159,,2024-08-21 10:49:48.975000000,2024-08-21 10:50:48.003000000,-0.088,0.63,-0.05,-0.037,0.33,1.5,0.0,89.0,143.1,-312.82,565.74,0.694,-0.092,233.5,10:49:48.975000
,tractordroid-23080159,,2024-08-21 10:49:49.083000000,2024-08-21 10:50:48.003000000,-0.096,0.6,-0.047,-0.039,0.57,1.5,0.0,89.0,121.8,-312.83,565.8,0.687,-0.092,233.5,10:49:49.083000
,tractordroid-23080159,,2024-08-21 10:49:49.185000000,2024-08-21 10:50:48.003000000,-0.104,0.57,-0.048,-0.041,0.58,1.5,0.0,89.0,112.4,-312.83,565.86,0.678,-0.092,233.5,10:49:49.185000
,tractordroid-23080159,,2024-08-21 10:49:49.297000000,2024-08-21 10:50:48.003000000,-0.116,0.51,-0.049,-0.041,0.69,2.0,0.0,89.0,91.9,-312.83,565.95,0.665,-0.146,233.49,10:49:49.297000
,tractordroid-23080159,,2024-08-21 10:49:49.414000000,2024-08-21 10:50:48.003000000,-0.13,0.44,-0.051,-0.042,0.83,2.4,0.0,89.0,68.5,-312.84,566.05,0.649,-0.146,233.48,10:49:49.414000
,tractordroid-23080159,,2024-08-21 10:49:49.516000000,2024-08-21 10:50:48.003000000,-0.146,0.36,-0.049,-0.042,1.05,3.5,0.0,88.8,42.5,-312.84,566.16,0.634,-0.218,233.48,10:49:49.516000
,tractordroid-23080159,,2024-08-21 10:49:49.624000000,2024-08-21 10:50:48.003000000,-0.166,0.27,-0.046,-0.042,1.25,3.5,0.0,83.6,16.4,-312.83,566.3,0.611,-0.204,233.49,10:49:49.624000
,tractordroid-23080159,,2024-08-21 10:49:49.735000000,2024-08-21 10:50:48.003000000,-0.186,0.17,-0.046,-0.042,1.08,4.1,0.0,75.1,0.2,-312.83,566.46,0.587,-0.191,233.48,10:49:49.735000
,tractordroid-23080159,,2024-08-21 10:49:49.844000000,2024-08-21 10:50:48.003000000,-0.205,0.08,-0.047,-0.039,1.31,4.5,0.0,63.7,-15.4,-312.84,566.62,0.567,-0.191,233.47,10:49:49.844000
,tractordroid-23080159,,2024-08-21 10:49:49.952000000,2024-08-21 10:50:48.003000000,-0.225,-0.02,-0.049,-0.035,1.59,4.5,0.0,56.0,-29.1,-312.86,566.8,0.544,-0.183,233.46,10:49:49.952000
,tractordroid-23080159,,2024-08-21 10:49:50.063000000,2024-08-21 10:50:48.003000000,-0.244,-0.12,-0.05,-0.033,1.66,6.0,0.0,41.4,-41.3,-312.9,566.98,0.527,-0.172,233.45,10:49:50.063000
,tractordroid-23080159,,2024-08-21 10:49:50.169000000,2024-08-21 10:50:48.003000000,-0.259,-0.2,-0.048,-0.032,1.88,6.6,0.0,27.8,-50.3,-312.95,567.16,0.514,-0.135,233.45,10:49:50.169000
