id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 10:06:22.412000000,2024-08-21 10:06:23.182000000,-0.047,-0.43,0.04,-0.034,-0.04,0.0,0.0,-7.7,-53.1,-418.63,668.78,-2.405,0.0,226.94,10:06:22.412000
,tractordroid-23080159,,2024-08-21 10:06:22.516000000,2024-08-21 10:07:23.952000000,-0.047,-0.43,0.04,-0.034,-0.04,0.0,0.0,-7.7,-53.3,-418.63,668.78,-2.405,0.0,226.94,10:06:22.516000
,tractordroid-23080159,,2024-08-21 10:06:22.630000000,2024-08-21 10:07:23.952000000,-0.047,-0.43,0.04,-0.034,-0.04,0.0,0.0,-7.9,-53.4,-418.63,668.78,-2.405,0.0,226.94,10:06:22.630000
,tractordroid-23080159,,2024-08-21 10:06:22.733000000,2024-08-21 10:07:23.952000000,-0.047,-0.43,0.04,-0.034,-0.04,0.0,0.0,-7.7,-53.4,-418.63,668.78,-2.405,0.0,226.94,10:06:22.733000
,tractordroid-23080159,,2024-08-21 10:06:22.834000000,2024-08-21 10:07:23.952000000,-0.047,-0.43,0.04,-0.034,-0.03,0.0,0.0,-9.7,-52.6,-418.63,668.78,-2.405,0.0,226.94,10:06:22.834000
,tractordroid-23080159,,2024-08-21 10:06:22.936000000,2024-08-21 10:07:23.952000000,-0.042,-0.4,0.039,-0.033,-0.05,0.0,0.0,-25.2,-49.2,-418.63,668.78,-2.405,0.0,226.94,10:06:22.936000
,tractordroid-23080159,,2024-08-21 10:06:23.039000000,2024-08-21 10:07:23.952000000,-0.033,-0.35,0.039,-0.034,-0.03,0.0,0.0,-30.7,-41.5,-418.63,668.78,-2.405,0.0,226.94,10:06:23.039000
,tractordroid-23080159,,2024-08-21 10:06:23.144000000,2024-08-21 10:07:23.952000000,-0.022,-0.29,0.039,-0.034,-0.04,0.0,0.0,-39.5,-32.5,-418.63,668.79,-2.405,0.0,226.94,10:06:23.144000
,tractordroid-23080159,,2024-08-21 10:06:23.252000000,2024-08-21 10:07:23.952000000,-0.012,-0.25,0.039,-0.036,-0.04,0.0,0.0,-40.3,-26.6,-418.63,668.78,-2.405,0.0,226.94,10:06:23.252000
,tractordroid-23080159,,2024-08-21 10:06:23.353000000,2024-08-21 10:07:23.952000000,-0.005,-0.23,0.039,-0.036,-0.03,0.0,0.0,-38.5,-23.4,-418.63,668.78,-2.405,0.0,226.94,10:06:23.353000
,tractordroid-23080159,,2024-08-21 10:06:23.456000000,2024-08-21 10:07:23.952000000,0.0,-0.22,0.039,-0.035,-0.02,0.0,0.0,-36.8,-22.1,-418.63,668.78,-2.405,0.0,226.94,10:06:23.456000
,tractordroid-23080159,,2024-08-21 10:06:23.561000000,2024-08-21 10:07:23.952000000,0.002,-0.23,0.039,-0.033,-0.04,0.0,0.0,-32.8,-22.9,-418.63,668.78,-2.405,0.0,226.94,10:06:23.561000
,tractordroid-23080159,,2024-08-21 10:06:23.664000000,2024-08-21 10:07:23.952000000,0.002,-0.24,0.038,-0.034,-0.04,0.0,0.0,-30.8,-24.0,-418.63,668.78,-2.405,0.0,226.94,10:06:23.664000
,tractordroid-23080159,,2024-08-21 10:06:23.788000000,2024-08-21 10:07:23.952000000,0.001,-0.25,0.038,-0.034,-0.04,0.0,0.0,-28.0,-26.0,-418.64,668.78,-2.405,-0.0,226.95,10:06:23.788000
,tractordroid-23080159,,2024-08-21 10:06:23.891000000,2024-08-21 10:07:23.952000000,-0.001,-0.27,0.039,-0.035,-0.06,0.0,0.0,-27.4,-28.0,-418.64,668.79,-2.405,-0.0,226.95,10:06:23.891000
,tractordroid-23080159,,2024-08-21 10:06:24.001000000,2024-08-21 10:07:23.952000000,-0.002,-0.27,0.04,-0.035,0.1,0.0,0.0,-27.3,-26.0,-418.64,668.78,-2.405,-0.0,226.95,10:06:24.001000
,tractordroid-23080159,,2024-08-21 10:06:24.110000000,2024-08-21 10:07:23.952000000,-0.004,-0.28,0.045,-0.035,0.45,0.6,0.0,-27.3,-22.3,-418.62,668.76,-2.405,0.007,226.97,10:06:24.110000
,tractordroid-23080159,,2024-08-21 10:06:24.214000000,2024-08-21 10:07:23.952000000,-0.004,-0.28,0.046,-0.034,0.22,0.6,0.0,-27.2,-25.0,-418.59,668.75,-2.404,0.007,226.97,10:06:24.214000
,tractordroid-23080159,,2024-08-21 10:06:24.316000000,2024-08-21 10:07:23.952000000,-0.004,-0.28,0.044,-0.034,0.26,0.6,0.0,-26.9,-25.3,-418.57,668.73,-2.403,0.007,226.96,10:06:24.316000
,tractordroid-23080159,,2024-08-21 10:06:24.425000000,2024-08-21 10:07:23.952000000,-0.003,-0.28,0.045,-0.035,0.52,0.8,0.0,-26.0,-21.2,-418.53,668.7,-2.401,0.009,226.97,10:06:24.425000
,tractordroid-23080159,,2024-08-21 10:06:24.551000000,2024-08-21 10:07:23.952000000,-0.003,-0.27,0.047,-0.035,0.62,1.7,0.0,-25.2,-19.9,-418.48,668.66,-2.398,0.018,226.97,10:06:24.551000
