"device_id","ts","cte","steer_fb","speed","x","y","z","time","steering_control_state"
mu-l2-2312-0021,2024-11-22 07:11:38.842000000,-0.11,-9.5,2.31,-1935.98,3516.96,26.4,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:38.944000000,-0.12,-9.7,2.2800000000000002,-1935.87,3516.76,26.41,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.146000000,-0.15,-10.7,2.24,-1935.63,3516.38,26.39,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.254000000,-0.15,-12.4,2.22,-1935.51,3516.19,26.39,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.447000000,-0.17,-15.2,2.13,-1935.27,3515.82,26.39,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.548000000,-0.17,-16.4,2.09,-1935.16,3515.64,26.39,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.750000000,-0.17,-19.3,2.13,-1934.93,3515.28,26.38,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:39.952000000,-0.17,-22.3,2.14,-1934.69,3514.93,26.38,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.154000000,-0.17,-24.4,2.07,-1934.47,3514.56,26.36,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.352000000,-0.17,-24.7,2.09,-1934.24,3514.22,26.36,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.453000000,-0.17,-24.3,2.18,-1934.11,3514.05,26.36,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.554000000,-0.17,-24.2,2.21,-1934.0,3513.87,26.35,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.662000000,-0.18,-24.3,2.03,-1933.89,3513.69,26.34,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.857000000,-0.18,-24.2,2.26,-1933.65,3513.34,26.32,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:40.958000000,-0.17,-23.8,2.2800000000000002,-1933.5,3513.17,26.32,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.160000000,-0.15,-23.8,2.23,-1933.23,3512.83,26.31,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.361000000,-0.11,-23.3,2.39,-1932.94,3512.47,26.3,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.468000000,-0.1,-22.5,2.09,-1932.81,3512.3,26.28,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.667000000,-0.08,-19.9,2.39,-1932.52,3511.92,26.28,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.768000000,-0.07,-19.0,2.4,-1932.37,3511.74,26.28,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:41.977000000,-0.05,-15.7,2.42,-1932.07,3511.35,26.25,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.181000000,-0.04,-12.5,2.49,-1931.78,3510.99,26.22,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.378000000,-0.03,-8.7,2.3,-1931.5,3510.6,26.2,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.480000000,-0.03,-7.7,2.54,-1931.36,3510.4,26.2,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.681000000,0.0,-6.5,2.64,-1931.02,3510.02,26.19,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.782000000,0.02,-6.5,2.64,-1930.86,3509.81,26.18,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:42.985000000,0.06,-6.5,2.77,-1930.51,3509.38,26.16,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.087000000,0.07,-6.4,2.7800000000000002,-1930.34,3509.17,26.16,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.197000000,0.08,-5.6,2.82,-1930.18,3508.94,26.16,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.392000000,0.09,-3.0,2.82,-1929.81,3508.47,26.14,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.501000000,0.09,-1.7,2.79,-1929.64,3508.24,26.11,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.600000000,0.09,0.2,2.79,-1929.48,3508.02,26.11,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:43.803000000,0.08,3.4,2.8,-1929.12,3507.54,26.11,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.004000000,0.09,4.0,2.71,-1928.78,3507.09,26.1,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.105000000,0.1,4.1,2.7199999999999998,-1928.62,3506.88,26.09,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.211000000,0.1,4.0,2.71,-1928.46,3506.65,26.09,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.408000000,0.12,3.0,2.61,-1928.14,3506.23,26.1,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.510000000,0.12,2.4,2.63,-1927.98,3506.0,26.08,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.610000000,0.12,2.4,2.6,-1927.82,3505.78,26.06,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.713000000,0.13,2.2,2.61,-1927.66,3505.57,26.06,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:44.817000000,0.13,2.2,2.69,-1927.49,3505.34,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.013000000,0.14,2.7,2.61,-1927.17,3504.93,26.09,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.225000000,0.14,3.9,2.61,-1926.87,3504.49,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.417000000,0.13,5.0,2.68,-1926.56,3504.05,26.06,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.518000000,0.13,5.0,2.68,-1926.41,3503.82,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.718000000,0.13,5.0,2.71,-1926.09,3503.39,26.08,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:45.819000000,0.13,5.0,2.65,-1925.93,3503.19,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.021000000,0.14,4.3,2.63,-1925.62,3502.75,26.05,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.222000000,0.13,3.5,2.77,-1925.32,3502.3,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.323000000,0.12,3.5,2.65,-1925.17,3502.07,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.425000000,0.11,3.5,2.7199999999999998,-1925.03,3501.84,26.07,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.631000000,0.08,3.5,2.71,-1924.74,3501.39,26.05,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:46.828000000,0.05,2.7,2.69,-1924.44,3500.91,26.06,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.028000000,0.02,2.2,2.68,-1924.15,3500.47,26.06,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.229000000,-0.01,0.5,2.74,-1923.87,3500.0,26.04,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.339000000,-0.03,-0.9,2.7199999999999998,-1923.73,3499.75,26.04,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.541000000,-0.05,-4.0,2.7199999999999998,-1923.41,3499.3,26.02,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.642000000,-0.05,-5.9,2.76,-1923.25,3499.07,26.02,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.742000000,-0.04,-8.2,2.75,-1923.1,3498.84,26.02,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:47.943000000,-0.04,-11.5,2.79,-1922.8,3498.37,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.047000000,-0.04,-13.7,2.8,-1922.65,3498.15,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.246000000,-0.04,-15.4,2.84,-1922.33,3497.65,26.0,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.350000000,-0.03,-15.4,2.88,-1922.16,3497.41,26.0,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.551000000,-0.02,-14.7,2.95,-1921.81,3496.94,26.0,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.659000000,-0.01,-14.4,2.89,-1921.64,3496.7,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.857000000,-0.01,-12.7,2.8,-1921.33,3496.22,25.99,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:48.959000000,-0.03,-12.2,2.76,-1921.2,3495.96,25.97,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.060000000,-0.05,-11.0,2.79,-1921.05,3495.73,25.96,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.172000000,-0.07,-10.5,2.71,-1920.88,3495.47,25.98,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.368000000,-0.07,-9.7,2.8,-1920.54,3495.0,26.03,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.477000000,-0.07,-9.7,2.64,-1920.39,3494.78,26.03,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.672000000,-0.05,-10.4,2.68,-1920.06,3494.37,26.0,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.872000000,-0.02,-10.9,2.81,-1919.72,3493.95,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:49.973000000,0.0,-11.4,2.75,-1919.55,3493.72,26.02,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.074000000,0.01,-11.5,2.67,-1919.41,3493.49,26.03,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.279000000,0.0,-9.9,2.61,-1919.11,3493.04,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.384000000,-0.01,-8.2,2.61,-1918.97,3492.82,26.0,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.582000000,-0.06,-5.7,2.69,-1918.69,3492.35,26.03,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.682000000,-0.09,-4.5,2.56,-1918.57,3492.14,26.03,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.882000000,-0.15,-5.0,2.52,-1918.31,3491.7,25.99,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:50.985000000,-0.17,-5.6,2.66,-1918.18,3491.47,25.98,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:51.189000000,-0.19,-9.2,2.74,-1917.85,3491.02,26.01,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:51.391000000,-0.14,-14.9,2.57,-1917.52,3490.64,25.98,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:51.597000000,-0.08,-19.8,2.82,-1917.2,3490.19,25.93,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:51.794000000,-0.02,-22.3,2.89,-1916.84,3489.74,25.95,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:51.995000000,-0.01,-22.2,2.7800000000000002,-1916.56,3489.28,25.92,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.096000000,-0.01,-19.2,2.8,-1916.4,3489.05,25.9,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.197000000,-0.04,-16.5,2.92,-1916.26,3488.79,25.89,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.398000000,-0.08,-11.4,2.81,-1915.93,3488.33,25.88,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.500000000,-0.09,-9.4,2.88,-1915.75,3488.09,25.89,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.602000000,-0.08,-8.4,2.88,-1915.56,3487.88,25.9,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:52.802000000,-0.05,-8.7,2.76,-1915.21,3487.45,25.88,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.003000000,-0.06,-10.2,2.89,-1914.94,3486.92,25.84,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.202000000,-0.07,-11.0,2.8,-1914.6,3486.44,25.84,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.303000000,-0.07,-11.0,2.85,-1914.42,3486.21,25.85,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.404000000,-0.06,-11.0,2.87,-1914.26,3486.01,25.86,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.604000000,-0.02,-11.4,2.6,-1913.9,3485.61,25.78,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.804000000,0.01,-11.7,2.8,-1913.6,3485.14,25.74,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:53.905000000,0.01,-11.4,2.88,-1913.42,3484.9,25.76,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:54.006000000,0.0,-10.7,2.76,-1913.26,3484.68,25.78,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:11:54.111000000,0.0,-8.7,2.66,-1913.1,3484.45,25.75,2024-11-22 07:11:35,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.153000000,-0.24,-52.8,1.92,-1850.07,3515.13,26.87,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.354000000,-0.14,-60.8,2.25,-1850.33,3515.47,26.89,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.455000000,-0.13,-60.8,2.2,-1850.42,3515.68,26.92,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.560000000,-0.13,-57.3,2.32,-1850.55,3515.88,26.93,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.760000000,-0.19,-44.5,2.63,-1850.79,3516.34,26.98,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:37.863000000,-0.24,-41.0,2.54,-1850.89,3516.58,26.99,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.064000000,-0.34,-30.9,2.8,-1851.14,3517.04,27.0,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.170000000,-0.38,-29.2,2.61,-1851.29,3517.27,27.0,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.371000000,-0.38,-32.0,2.74,-1851.64,3517.72,27.01,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.572000000,-0.33,-39.3,2.86,-1851.98,3518.15,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.675000000,-0.27,-42.6,2.75,-1852.18,3518.35,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.776000000,-0.21,-48.3,2.63,-1852.36,3518.56,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:38.977000000,-0.11,-49.8,2.82,-1852.71,3519.01,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.080000000,-0.1,-47.5,2.7,-1852.86,3519.27,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.184000000,-0.14,-44.0,2.8,-1852.98,3519.53,27.04,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.381000000,-0.24,-33.3,2.77,-1853.24,3520.04,27.04,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.484000000,-0.29,-26.3,2.82,-1853.39,3520.27,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.587000000,-0.32,-22.5,2.82,-1853.55,3520.52,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.786000000,-0.31,-21.9,2.7800000000000002,-1853.93,3520.93,27.01,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:39.988000000,-0.24,-28.9,2.89,-1854.33,3521.4,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.089000000,-0.18,-30.7,2.75,-1854.51,3521.58,27.0,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.212000000,-0.11,-34.3,2.81,-1854.75,3521.84,26.99,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.318000000,-0.09,-35.3,2.93,-1854.92,3522.12,27.0,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.420000000,-0.07,-32.6,2.83,-1855.09,3522.34,27.01,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.621000000,-0.07,-26.3,2.79,-1855.4,3522.8,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.722000000,-0.11,-24.3,2.83,-1855.53,3523.07,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:40.823000000,-0.14,-18.3,2.85,-1855.69,3523.32,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.023000000,-0.21,-14.7,2.99,-1855.98,3523.78,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.224000000,-0.2,-14.7,2.98,-1856.36,3524.21,27.01,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.325000000,-0.18,-16.3,2.94,-1856.53,3524.42,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.427000000,-0.15,-17.7,2.8,-1856.7,3524.64,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.632000000,-0.08,-22.2,2.81,-1857.09,3525.09,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.828000000,-0.02,-24.8,2.92,-1857.44,3525.54,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:41.932000000,0.0,-24.3,2.84,-1857.59,3525.77,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.028000000,0.01,-21.8,2.9,-1857.75,3525.97,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.229000000,0.0,-18.7,2.86,-1858.09,3526.47,27.04,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.331000000,-0.03,-15.2,2.86,-1858.21,3526.7,27.05,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.432000000,-0.05,-12.9,2.79,-1858.37,3526.93,27.06,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.533000000,-0.08,-10.0,2.74,-1858.52,3527.16,27.06,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.636000000,-0.1,-8.5,2.84,-1858.69,3527.38,27.07,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.836000000,-0.1,-9.5,2.85,-1859.02,3527.84,27.06,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:42.937000000,-0.1,-10.9,2.86,-1859.18,3528.05,27.05,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:43.136000000,-0.06,-13.9,2.9,-1859.53,3528.48,27.04,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:43.242000000,-0.02,-16.2,2.98,-1859.73,3528.71,27.03,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:43.443000000,0.03,-18.3,2.86,-1860.08,3529.16,27.02,2024-11-22 07:22:37,ACT_ROBOT
mu-l2-2312-0021,2024-11-22 07:22:43.647000000,0.06,-18.3,2.86,-1860.41,3529.63,27.0,2024-11-22 07:22:37,ACT_ROBOT
