id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 10:35:29.362000000,2024-08-21 10:35:30.522000000,-0.051,-0.26,-0.058,0.003,0.02,0.0,0.0,-3.6,-81.4,-314.35,565.43,0.741,0.0,233.39,10:35:29.362000
,tractordroid-23080159,,2024-08-21 10:35:29.467000000,2024-08-21 10:36:31.150000000,-0.051,-0.26,-0.058,0.002,0.02,0.0,0.0,-3.6,-81.7,-314.36,565.44,0.741,-0.0,233.39,10:35:29.467000
,tractordroid-23080159,,2024-08-21 10:35:29.574000000,2024-08-21 10:36:31.150000000,-0.051,-0.26,-0.058,0.002,0.03,0.0,0.0,-3.6,-81.7,-314.35,565.44,0.741,-0.0,233.39,10:35:29.574000
,tractordroid-23080159,,2024-08-21 10:35:29.675000000,2024-08-21 10:36:31.150000000,-0.051,-0.26,-0.058,0.002,0.02,0.0,0.0,-3.6,-82.2,-314.35,565.44,0.741,-0.0,233.39,10:35:29.675000
,tractordroid-23080159,,2024-08-21 10:35:29.779000000,2024-08-21 10:36:31.150000000,-0.051,-0.26,-0.058,0.002,0.03,0.0,0.0,-3.6,-81.9,-314.35,565.43,0.741,-0.0,233.39,10:35:29.779000
,tractordroid-23080159,,2024-08-21 10:35:29.889000000,2024-08-21 10:36:31.150000000,-0.048,-0.24,-0.058,0.003,0.03,0.0,0.0,-13.7,-74.9,-314.35,565.43,0.741,0.0,233.38,10:35:29.889000
,tractordroid-23080159,,2024-08-21 10:35:29.990000000,2024-08-21 10:36:31.150000000,-0.042,-0.2,-0.058,0.003,0.04,0.0,0.0,-21.0,-61.6,-314.36,565.43,0.741,0.0,233.38,10:35:29.990000
,tractordroid-23080159,,2024-08-21 10:35:30.125000000,2024-08-21 10:36:31.150000000,-0.029,-0.13,-0.059,0.003,0.06,0.0,0.0,-35.0,-42.2,-314.36,565.44,0.741,0.0,233.38,10:35:30.125000
,tractordroid-23080159,,2024-08-21 10:35:30.235000000,2024-08-21 10:36:31.150000000,-0.015,-0.07,-0.06,0.002,0.03,0.0,0.0,-44.5,-24.5,-314.36,565.44,0.741,0.0,233.38,10:35:30.235000
,tractordroid-23080159,,2024-08-21 10:35:30.346000000,2024-08-21 10:36:31.150000000,-0.003,-0.02,-0.06,0.001,0.04,0.0,0.0,-45.5,-10.3,-314.36,565.44,0.741,0.0,233.38,10:35:30.346000
,tractordroid-23080159,,2024-08-21 10:35:30.452000000,2024-08-21 10:36:31.150000000,0.004,-0.01,-0.059,0.001,0.05,0.0,0.0,-36.5,-7.4,-314.36,565.44,0.741,0.0,233.38,10:35:30.452000
,tractordroid-23080159,,2024-08-21 10:35:30.559000000,2024-08-21 10:36:31.150000000,0.006,-0.02,-0.059,0.002,0.03,0.0,0.0,-32.8,-10.8,-314.36,565.44,0.741,0.0,233.38,10:35:30.559000
,tractordroid-23080159,,2024-08-21 10:35:30.661000000,2024-08-21 10:36:31.150000000,0.003,-0.05,-0.059,0.004,0.01,0.0,0.0,-23.5,-19.2,-314.37,565.44,0.741,0.0,233.38,10:35:30.661000
,tractordroid-23080159,,2024-08-21 10:35:30.767000000,2024-08-21 10:36:31.150000000,-0.001,-0.08,-0.06,0.004,0.07,0.0,0.0,-21.2,-26.8,-314.37,565.45,0.741,0.0,233.38,10:35:30.767000
,tractordroid-23080159,,2024-08-21 10:35:30.877000000,2024-08-21 10:36:31.150000000,-0.004,-0.1,-0.06,0.004,0.03,0.0,0.0,-20.8,-33.4,-314.37,565.45,0.741,0.0,233.38,10:35:30.877000
,tractordroid-23080159,,2024-08-21 10:35:30.990000000,2024-08-21 10:36:31.150000000,-0.007,-0.11,-0.059,0.003,0.01,0.0,0.0,-22.7,-37.0,-314.37,565.45,0.741,0.0,233.38,10:35:30.990000
,tractordroid-23080159,,2024-08-21 10:35:31.093000000,2024-08-21 10:36:31.150000000,-0.008,-0.11,-0.059,0.001,0.1,0.0,0.0,-24.3,-34.5,-314.38,565.45,0.741,0.0,233.38,10:35:31.093000
,tractordroid-23080159,,2024-08-21 10:35:31.208000000,2024-08-21 10:36:31.150000000,-0.007,-0.11,-0.059,0.001,0.03,0.0,0.0,-25.7,-34.7,-314.38,565.45,0.741,0.0,233.38,10:35:31.208000
,tractordroid-23080159,,2024-08-21 10:35:31.309000000,2024-08-21 10:36:31.150000000,-0.005,-0.1,-0.06,0.002,0.06,0.0,0.0,-29.3,-30.6,-314.38,565.46,0.741,0.0,233.38,10:35:31.309000
,tractordroid-23080159,,2024-08-21 10:35:31.417000000,2024-08-21 10:36:31.150000000,-0.003,-0.08,-0.06,0.002,0.06,0.0,0.0,-30.9,-27.3,-314.38,565.46,0.741,0.0,233.38,10:35:31.417000
,tractordroid-23080159,,2024-08-21 10:35:31.519000000,2024-08-21 10:36:31.150000000,-0.001,-0.07,-0.06,0.002,0.05,0.0,0.0,-31.0,-24.8,-314.39,565.46,0.741,0.0,233.38,10:35:31.519000
,tractordroid-23080159,,2024-08-21 10:35:31.629000000,2024-08-21 10:36:31.150000000,0.0,-0.07,-0.059,0.002,0.06,0.0,0.0,-30.5,-23.1,-314.39,565.46,0.741,0.0,233.38,10:35:31.629000
,tractordroid-23080159,,2024-08-21 10:35:31.733000000,2024-08-21 10:36:31.150000000,0.001,-0.07,-0.06,0.002,0.06,0.0,0.0,-29.7,-23.0,-314.39,565.47,0.741,0.0,233.37,10:35:31.733000
,tractordroid-23080159,,2024-08-21 10:35:31.841000000,2024-08-21 10:36:31.150000000,0.001,-0.07,-0.06,0.001,0.06,0.0,0.0,-28.7,-23.9,-314.39,565.47,0.741,0.0,233.37,10:35:31.841000
