id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 10:40:17.995000000,2024-08-21 10:40:19.249000000,0.008,-0.02,0.052,0.008,0.03,0.0,0.0,5.3,-9.6,-412.14,663.01,-2.322,-0.0,227.5,10:40:17.995000
,tractordroid-23080159,,2024-08-21 10:40:18.107000000,2024-08-21 10:41:19.879000000,0.008,-0.02,0.052,0.008,0.04,0.0,0.0,5.3,-9.6,-412.14,663.01,-2.322,-0.0,227.5,10:40:18.107000
,tractordroid-23080159,,2024-08-21 10:40:18.219000000,2024-08-21 10:41:19.879000000,0.008,-0.02,0.052,0.008,0.03,0.0,0.0,5.3,-9.5,-412.14,663.0,-2.322,-0.0,227.51,10:40:18.219000
,tractordroid-23080159,,2024-08-21 10:40:18.328000000,2024-08-21 10:41:19.879000000,0.008,-0.02,0.052,0.008,0.03,0.0,0.0,5.3,-9.5,-412.13,663.0,-2.322,-0.0,227.51,10:40:18.328000
,tractordroid-23080159,,2024-08-21 10:40:18.431000000,2024-08-21 10:41:19.879000000,0.009,-0.01,0.052,0.008,0.03,0.0,0.0,1.2,-7.9,-412.13,663.0,-2.322,-0.0,227.51,10:40:18.431000
,tractordroid-23080159,,2024-08-21 10:40:18.542000000,2024-08-21 10:41:19.879000000,0.011,0.0,0.052,0.008,0.03,0.0,0.0,-1.2,-3.8,-412.13,663.0,-2.322,-0.0,227.51,10:40:18.542000
,tractordroid-23080159,,2024-08-21 10:40:18.639000000,2024-08-21 10:41:19.879000000,0.014,0.02,0.052,0.008,0.03,0.0,0.0,-3.5,0.2,-412.13,663.0,-2.322,-0.0,227.52,10:40:18.639000
,tractordroid-23080159,,2024-08-21 10:40:18.750000000,2024-08-21 10:41:19.879000000,0.017,0.03,0.052,0.008,0.05,0.0,0.0,-3.5,3.5,-412.13,663.0,-2.322,-0.0,227.52,10:40:18.750000
,tractordroid-23080159,,2024-08-21 10:40:18.856000000,2024-08-21 10:41:19.879000000,0.019,0.04,0.052,0.008,0.03,0.0,0.0,-3.0,5.5,-412.13,663.0,-2.322,-0.0,227.52,10:40:18.856000
,tractordroid-23080159,,2024-08-21 10:40:18.968000000,2024-08-21 10:41:19.879000000,0.02,0.04,0.052,0.008,0.04,0.0,0.0,-2.3,5.7,-412.13,663.0,-2.322,-0.0,227.52,10:40:18.968000
,tractordroid-23080159,,2024-08-21 10:40:19.070000000,2024-08-21 10:41:19.879000000,0.021,0.03,0.052,0.008,0.04,0.0,0.0,-0.7,5.1,-412.13,663.0,-2.322,-0.0,227.53,10:40:19.070000
,tractordroid-23080159,,2024-08-21 10:40:19.177000000,2024-08-21 10:41:19.879000000,0.021,0.03,0.052,0.008,0.03,0.0,0.0,0.0,3.7,-412.13,662.99,-2.322,-0.0,227.53,10:40:19.177000
,tractordroid-23080159,,2024-08-21 10:40:19.270000000,2024-08-21 10:41:19.879000000,0.02,0.02,0.052,0.008,0.04,0.0,0.0,0.8,2.3,-412.13,662.99,-2.322,-0.0,227.53,10:40:19.270000
,tractordroid-23080159,,2024-08-21 10:40:19.380000000,2024-08-21 10:41:19.879000000,0.019,0.02,0.052,0.008,0.04,0.0,0.0,1.7,0.8,-412.13,662.99,-2.322,-0.0,227.53,10:40:19.380000
