id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 10:25:04.259000000,2024-08-21 10:25:16.522000000,-0.037,0.12,-0.072,-0.014,-0.02,0.0,0.0,-17.8,47.6,-315.18,565.87,0.726,0.0,233.41,10:25:04.259000
,tractordroid-23080159,,2024-08-21 10:25:04.361000000,2024-08-21 10:25:16.522000000,-0.037,0.12,-0.072,-0.014,-0.02,0.0,0.0,-17.9,48.0,-315.18,565.87,0.726,0.0,233.41,10:25:04.361000
,tractordroid-23080159,,2024-08-21 10:25:04.466000000,2024-08-21 10:25:16.522000000,-0.037,0.12,-0.072,-0.014,-0.02,0.0,0.0,-17.8,47.7,-315.18,565.87,0.726,0.0,233.41,10:25:04.466000
,tractordroid-23080159,,2024-08-21 10:25:04.566000000,2024-08-21 10:25:16.522000000,-0.037,0.12,-0.072,-0.014,-0.02,0.0,0.0,-17.8,47.5,-315.18,565.87,0.726,0.0,233.41,10:25:04.566000
,tractordroid-23080159,,2024-08-21 10:25:04.678000000,2024-08-21 10:25:16.522000000,-0.038,0.11,-0.072,-0.014,-0.03,0.0,0.0,-11.4,45.0,-315.18,565.87,0.726,0.0,233.41,10:25:04.678000
,tractordroid-23080159,,2024-08-21 10:25:04.785000000,2024-08-21 10:25:16.522000000,-0.042,0.09,-0.072,-0.015,-0.02,0.0,0.0,-4.0,34.2,-315.18,565.87,0.726,-0.0,233.41,10:25:04.785000
,tractordroid-23080159,,2024-08-21 10:25:04.895000000,2024-08-21 10:25:16.522000000,-0.051,0.03,-0.072,-0.015,-0.03,0.0,0.0,12.6,7.7,-315.18,565.88,0.726,-0.0,233.41,10:25:04.895000
,tractordroid-23080159,,2024-08-21 10:25:05,2024-08-21 10:25:16.522000000,-0.063,-0.03,-0.072,-0.014,-0.02,0.0,0.0,16.0,-24.7,-315.17,565.88,0.726,-0.0,233.41,10:25:05
,tractordroid-23080159,,2024-08-21 10:25:05.101000000,2024-08-21 10:25:16.522000000,-0.073,-0.07,-0.072,-0.013,-0.03,0.0,0.0,14.0,-44.0,-315.17,565.88,0.726,-0.0,233.41,10:25:05.101000
,tractordroid-23080159,,2024-08-21 10:25:05.201000000,2024-08-21 10:25:16.522000000,-0.077,-0.07,-0.072,-0.011,-0.04,0.0,0.0,5.0,-46.2,-315.18,565.87,0.726,-0.0,233.41,10:25:05.201000
,tractordroid-23080159,,2024-08-21 10:25:05.305000000,2024-08-21 10:25:16.522000000,-0.078,-0.05,-0.072,-0.013,-0.02,0.0,0.0,-0.7,-37.6,-315.18,565.87,0.726,-0.0,233.41,10:25:05.305000
,tractordroid-23080159,,2024-08-21 10:25:05.405000000,2024-08-21 10:25:16.522000000,-0.073,-0.01,-0.072,-0.016,-0.01,0.0,0.0,-9.4,-16.6,-315.18,565.87,0.726,0.0,233.41,10:25:05.405000
,tractordroid-23080159,,2024-08-21 10:25:05.507000000,2024-08-21 10:25:16.522000000,-0.065,0.04,-0.073,-0.017,-0.05,0.0,0.0,-19.8,10.7,-315.18,565.87,0.726,0.0,233.41,10:25:05.507000
,tractordroid-23080159,,2024-08-21 10:25:05.617000000,2024-08-21 10:25:16.522000000,-0.057,0.08,-0.073,-0.017,-0.03,0.0,0.0,-19.8,29.3,-315.18,565.87,0.726,0.0,233.42,10:25:05.617000
,tractordroid-23080159,,2024-08-21 10:25:05.726000000,2024-08-21 10:25:16.522000000,-0.055,0.08,-0.073,-0.017,-0.03,0.0,0.0,-9.2,26.9,-315.17,565.87,0.726,0.0,233.42,10:25:05.726000
,tractordroid-23080159,,2024-08-21 10:25:05.829000000,2024-08-21 10:25:16.522000000,-0.058,0.05,-0.073,-0.015,0.05,0.0,0.0,-3.8,12.3,-315.17,565.88,0.726,-0.0,233.42,10:25:05.829000
,tractordroid-23080159,,2024-08-21 10:25:05.948000000,2024-08-21 10:25:16.522000000,-0.066,-0.01,-0.073,-0.012,-0.01,0.0,0.0,10.1,-14.1,-315.17,565.88,0.726,-0.0,233.41,10:25:05.948000
,tractordroid-23080159,,2024-08-21 10:25:06.051000000,2024-08-21 10:25:16.522000000,-0.074,-0.05,-0.072,-0.012,-0.03,0.0,0.0,10.0,-33.8,-315.17,565.88,0.726,-0.0,233.41,10:25:06.051000
,tractordroid-23080159,,2024-08-21 10:25:06.158000000,2024-08-21 10:25:16.522000000,-0.077,-0.05,-0.072,-0.013,0.02,0.0,0.0,5.0,-36.8,-315.17,565.87,0.726,-0.0,233.41,10:25:06.158000
,tractordroid-23080159,,2024-08-21 10:25:06.268000000,2024-08-21 10:25:16.522000000,-0.075,-0.03,-0.073,-0.014,-0.04,0.0,0.0,-7.1,-25.2,-315.18,565.87,0.726,-0.0,233.41,10:25:06.268000
