id,device_id,bundle_id,ts,received_at,ang_diff,cte,pitch,roll,speed,speed_fb,speed_ref,steer_fb,steer_ref,x,y,yaw,yaw_rate,z,time
,tractordroid-23080159,,2024-08-21 12:56:53.188000000,2024-08-21 12:56:53.951000000,0.061,-0.04,0.04,-0.003,0.0,0.0,0.0,-19.0,-10.0,-457.13,645.57,-2.328,0.0,225.37,12:56:53.188000
,tractordroid-23080159,,2024-08-21 12:56:53.303000000,2024-08-21 12:57:55.067000000,0.047,0.0,0.04,-0.003,0.0,0.0,0.0,-19.0,-0.2,-457.13,645.57,-2.328,0.0,225.36,12:56:53.303000
,tractordroid-23080159,,2024-08-21 12:56:53.412000000,2024-08-21 12:57:55.067000000,0.037,0.03,0.04,-0.003,0.0,0.0,0.0,-19.0,4.8,-457.13,645.57,-2.328,0.0,225.36,12:56:53.412000
,tractordroid-23080159,,2024-08-21 12:56:53.515000000,2024-08-21 12:57:55.067000000,0.03,0.04,0.04,-0.003,0.0,0.0,0.0,-19.0,7.6,-457.13,645.57,-2.328,0.0,225.36,12:56:53.515000
,tractordroid-23080159,,2024-08-21 12:56:53.616000000,2024-08-21 12:57:55.067000000,0.024,0.05,0.04,-0.003,0.0,0.0,0.0,-15.5,8.7,-457.13,645.57,-2.328,0.0,225.36,12:56:53.616000
,tractordroid-23080159,,2024-08-21 12:56:53.724000000,2024-08-21 12:57:55.067000000,0.016,0.03,0.04,-0.004,0.01,0.0,0.0,-8.9,3.5,-457.13,645.57,-2.328,0.0,225.36,12:56:53.724000
,tractordroid-23080159,,2024-08-21 12:56:53.834000000,2024-08-21 12:57:55.067000000,0.007,0.0,0.039,-0.003,-0.02,0.0,0.0,-2.0,-5.5,-457.13,645.57,-2.328,-0.0,225.35,12:56:53.834000
,tractordroid-23080159,,2024-08-21 12:56:53.939000000,2024-08-21 12:57:55.067000000,-0.002,-0.03,0.04,-0.003,0.01,0.0,0.0,-1.3,-14.6,-457.13,645.56,-2.328,-0.0,225.35,12:56:53.939000
,tractordroid-23080159,,2024-08-21 12:56:54.049000000,2024-08-21 12:57:55.067000000,-0.009,-0.05,0.039,-0.002,0.0,0.0,0.0,-3.6,-20.0,-457.13,645.57,-2.328,-0.0,225.35,12:56:54.049000
,tractordroid-23080159,,2024-08-21 12:56:54.181000000,2024-08-21 12:57:55.067000000,-0.013,-0.05,0.04,-0.002,0.01,0.0,0.0,-6.4,-19.3,-457.13,645.57,-2.328,0.0,225.35,12:56:54.181000
,tractordroid-23080159,,2024-08-21 12:56:54.288000000,2024-08-21 12:57:55.067000000,-0.014,-0.03,0.039,-0.003,-0.03,0.0,0.0,-9.4,-16.4,-457.13,645.57,-2.328,0.0,225.35,12:56:54.288000
,tractordroid-23080159,,2024-08-21 12:56:54.395000000,2024-08-21 12:57:55.067000000,-0.013,-0.02,0.039,-0.004,-0.02,0.0,0.0,-12.9,-12.0,-457.13,645.57,-2.328,0.0,225.35,12:56:54.395000
,tractordroid-23080159,,2024-08-21 12:56:54.497000000,2024-08-21 12:57:55.067000000,-0.011,-0.01,0.039,-0.003,0.0,0.0,0.0,-13.4,-8.3,-457.13,645.57,-2.328,0.0,225.35,12:56:54.497000
,tractordroid-23080159,,2024-08-21 12:56:54.603000000,2024-08-21 12:57:55.067000000,-0.01,0.0,0.04,-0.003,-0.01,0.0,0.0,-13.5,-5.5,-457.13,645.57,-2.328,0.0,225.35,12:56:54.603000
,tractordroid-23080159,,2024-08-21 12:56:54.705000000,2024-08-21 12:57:55.067000000,-0.009,0.01,0.04,-0.003,0.01,0.0,0.0,-13.2,-4.0,-457.13,645.57,-2.328,0.0,225.36,12:56:54.705000
,tractordroid-23080159,,2024-08-21 12:56:54.815000000,2024-08-21 12:57:55.067000000,-0.009,0.01,0.04,-0.003,0.04,0.0,0.0,-12.4,-3.8,-457.13,645.57,-2.328,0.0,225.36,12:56:54.815000
,tractordroid-23080159,,2024-08-21 12:56:54.922000000,2024-08-21 12:57:55.067000000,-0.009,0.01,0.044,-0.003,0.2,1.1,0.0,-11.2,-5.3,-457.11,645.56,-2.328,-0.003,225.37,12:56:54.922000
,tractordroid-23080159,,2024-08-21 12:56:55.041000000,2024-08-21 12:57:55.067000000,-0.011,0.0,0.045,-0.003,-0.04,0.8,0.0,-9.2,-7.0,-457.09,645.53,-2.328,0.001,225.37,12:56:55.041000
,tractordroid-23080159,,2024-08-21 12:56:55.146000000,2024-08-21 12:57:55.067000000,-0.012,-0.01,0.045,-0.002,0.59,1.2,0.0,-8.4,-9.2,-457.06,645.5,-2.328,0.0,225.37,12:56:55.146000
,tractordroid-23080159,,2024-08-21 12:56:55.262000000,2024-08-21 12:57:55.067000000,-0.013,-0.02,0.045,-0.001,0.78,1.5,0.0,-8.0,-10.3,-457.01,645.47,-2.328,0.0,225.37,12:56:55.262000
,tractordroid-23080159,,2024-08-21 12:56:55.367000000,2024-08-21 12:57:55.067000000,-0.014,-0.02,0.046,0.002,0.63,2.0,0.0,-8.0,-10.9,-456.97,645.43,-2.327,0.0,225.37,12:56:55.367000
,tractordroid-23080159,,2024-08-21 12:56:55.474000000,2024-08-21 12:57:55.067000000,-0.015,-0.02,0.049,0.004,0.84,2.5,0.0,-7.5,-10.9,-456.9,645.37,-2.326,0.0,225.39,12:56:55.474000
,tractordroid-23080159,,2024-08-21 12:56:55.589000000,2024-08-21 12:57:55.067000000,-0.015,-0.02,0.053,0.008,0.98,3.0,0.0,-7.5,-10.5,-456.82,645.31,-2.325,0.0,225.41,12:56:55.589000
,tractordroid-23080159,,2024-08-21 12:56:55.699000000,2024-08-21 12:57:55.067000000,-0.015,-0.02,0.053,0.011,1.0,3.5,0.0,-7.4,-9.9,-456.74,645.25,-2.322,0.0,225.41,12:56:55.699000
,tractordroid-23080159,,2024-08-21 12:56:55.806000000,2024-08-21 12:57:55.067000000,-0.014,-0.01,0.05,0.014,1.03,3.9,0.0,-7.5,-8.9,-456.66,645.2,-2.319,0.0,225.41,12:56:55.806000
,tractordroid-23080159,,2024-08-21 12:56:55.913000000,2024-08-21 12:57:55.067000000,-0.012,0.0,0.05,0.016,1.15,4.0,0.0,-7.4,-7.5,-456.56,645.12,-2.316,0.0,225.41,12:56:55.913000
,tractordroid-23080159,,2024-08-21 12:56:56.015000000,2024-08-21 12:57:55.067000000,-0.01,0.01,0.049,0.014,1.15,4.0,0.0,-7.5,-5.9,-456.47,645.05,-2.313,0.0,225.42,12:56:56.015000
,tractordroid-23080159,,2024-08-21 12:56:56.121000000,2024-08-21 12:57:55.067000000,-0.009,0.02,0.045,0.011,1.08,4.1,0.0,-7.7,-4.7,-456.39,644.99,-2.309,0.001,225.41,12:56:56.121000
,tractordroid-23080159,,2024-08-21 12:56:56.231000000,2024-08-21 12:57:55.067000000,-0.008,0.01,0.042,0.012,1.07,4.1,0.0,-7.9,-5.2,-456.29,644.92,-2.305,0.001,225.41,12:56:56.231000
,tractordroid-23080159,,2024-08-21 12:56:56.335000000,2024-08-21 12:57:55.067000000,-0.006,0.01,0.043,0.013,1.14,4.1,0.0,-8.0,-5.1,-456.21,644.84,-2.304,0.001,225.42,12:56:56.335000
,tractordroid-23080159,,2024-08-21 12:56:56.448000000,2024-08-21 12:57:55.067000000,-0.004,0.01,0.044,0.014,1.06,4.1,0.0,-7.9,-4.7,-456.12,644.76,-2.304,0.001,225.42,12:56:56.448000
,tractordroid-23080159,,2024-08-21 12:56:56.550000000,2024-08-21 12:57:55.067000000,0.0,0.01,0.043,0.016,1.06,4.1,0.0,-7.4,-4.3,-456.05,644.69,-2.306,0.0,225.43,12:56:56.550000
,tractordroid-23080159,,2024-08-21 12:56:56.659000000,2024-08-21 12:57:55.067000000,0.003,0.01,0.044,0.02,1.06,4.0,0.0,-6.6,-5.2,-455.96,644.61,-2.307,-0.003,225.44,12:56:56.659000
,tractordroid-23080159,,2024-08-21 12:56:56.770000000,2024-08-21 12:57:55.067000000,0.006,-0.01,0.045,0.019,1.04,4.0,0.0,-5.9,-7.1,-455.88,644.53,-2.308,-0.004,225.45,12:56:56.770000
,tractordroid-23080159,,2024-08-21 12:56:56.872000000,2024-08-21 12:57:55.067000000,0.008,-0.02,0.046,0.016,1.08,4.0,0.0,-5.5,-8.6,-455.8,644.45,-2.31,-0.004,225.45,12:56:56.872000
,tractordroid-23080159,,2024-08-21 12:56:56.987000000,2024-08-21 12:57:55.067000000,0.021,-0.07,0.048,0.014,1.11,4.0,0.0,-5.5,-13.2,-455.72,644.36,-2.312,-0.004,225.47,12:56:56.987000
,tractordroid-23080159,,2024-08-21 12:56:57.090000000,2024-08-21 12:57:55.067000000,0.042,-0.12,0.05,0.011,1.06,4.0,0.0,-5.5,-18.9,-455.64,644.28,-2.313,-0.004,225.48,12:56:57.090000
,tractordroid-23080159,,2024-08-21 12:56:57.199000000,2024-08-21 12:57:55.067000000,0.052,-0.11,0.053,0.012,1.08,4.0,0.0,-6.9,-16.2,-455.56,644.2,-2.314,-0.001,225.49,12:56:57.199000
,tractordroid-23080159,,2024-08-21 12:56:57.304000000,2024-08-21 12:57:55.067000000,0.054,-0.06,0.056,0.013,1.06,4.0,0.0,-10.4,-9.5,-455.48,644.12,-2.314,0.007,225.51,12:56:57.304000
,tractordroid-23080159,,2024-08-21 12:56:57.408000000,2024-08-21 12:57:55.067000000,0.057,-0.02,0.059,0.016,1.03,4.0,0.0,-11.0,-3.9,-455.39,644.05,-2.312,0.008,225.52,12:56:57.408000
